item,itemLabel
http://www.wikidata.org/entity/Q1465879,Xeniades
http://www.wikidata.org/entity/Q1483866,Michail Ivanovič Karinskij
http://www.wikidata.org/entity/Q1510196,Laurentius Weger
http://www.wikidata.org/entity/Q1581829,Hans Poser
http://www.wikidata.org/entity/Q1584194,Lycophron
http://www.wikidata.org/entity/Q1613489,Hermias
http://www.wikidata.org/entity/Q1621474,Qusta ibn Luqa
http://www.wikidata.org/entity/Q1630077,Horst Wessel
http://www.wikidata.org/entity/Q1657795,Igor Kon
http://www.wikidata.org/entity/Q1675942,Ivan Kapitonovič Luppol
http://www.wikidata.org/entity/Q153232,Jean Le Rond d'Alembert
http://www.wikidata.org/entity/Q154145,Gabriel Marcel
http://www.wikidata.org/entity/Q154332,Alcuin
http://www.wikidata.org/entity/Q154751,Nicholas of Cusa
http://www.wikidata.org/entity/Q154959,Hugo Grotius
http://www.wikidata.org/entity/Q155270,Julien Benda
http://www.wikidata.org/entity/Q155547,Johann Gottfried Herder
http://www.wikidata.org/entity/Q155845,Chinua Achebe
http://www.wikidata.org/entity/Q155887,Luitzen Egbertus Jan Brouwer
http://www.wikidata.org/entity/Q156268,Pierre Bourdieu
http://www.wikidata.org/entity/Q156349,Sarvepalli Radhakrishnan
http://www.wikidata.org/entity/Q157131,Zoran Đinđić
http://www.wikidata.org/entity/Q157155,Ernest Renan
http://www.wikidata.org/entity/Q157271,Friedrich Schlegel
http://www.wikidata.org/entity/Q157309,Simone Weil
http://www.wikidata.org/entity/Q157318,Leszek Kołakowski
http://www.wikidata.org/entity/Q158030,Cornelius Castoriadis
http://www.wikidata.org/entity/Q158060,W.E.B. Du Bois
http://www.wikidata.org/entity/Q158092,Zygmunt Bauman
http://www.wikidata.org/entity/Q158232,Prince Charles Alexander of Lorraine
http://www.wikidata.org/entity/Q158997,Russell Kirk
http://www.wikidata.org/entity/Q159481,Adam Weishaupt
http://www.wikidata.org/entity/Q159636,Joseph Priestley
http://www.wikidata.org/entity/Q159648,Gianni Vattimo
http://www.wikidata.org/entity/Q159933,Dimitrie Cantemir
http://www.wikidata.org/entity/Q160270,David Ricardo
http://www.wikidata.org/entity/Q160362,Theophrastus
http://www.wikidata.org/entity/Q160374,Norbert of Xanten
http://www.wikidata.org/entity/Q160441,Rabanus Maurus
http://www.wikidata.org/entity/Q160456,Angela Davis
http://www.wikidata.org/entity/Q160460,Al-Farabi
http://www.wikidata.org/entity/Q160619,Roger Garaudy
http://www.wikidata.org/entity/Q160640,Raymond Aron
http://www.wikidata.org/entity/Q161846,Kazimierz Kuratowski
http://www.wikidata.org/entity/Q161876,Arimasa Mori
http://www.wikidata.org/entity/Q162163,Ion of Chios
http://www.wikidata.org/entity/Q162593,Pelagius
http://www.wikidata.org/entity/Q162597,Henri Lefebvre
http://www.wikidata.org/entity/Q162704,Andreas Nitsche
http://www.wikidata.org/entity/Q163087,Michael Polanyi
http://www.wikidata.org/entity/Q163827,Q163827
http://www.wikidata.org/entity/Q164161,Mary Hesse
http://www.wikidata.org/entity/Q164374,Pierre Louis Moreau de Maupertuis
http://www.wikidata.org/entity/Q164823,Girolamo Savonarola
http://www.wikidata.org/entity/Q165589,Leucippus
http://www.wikidata.org/entity/Q165792,Edmund Burke
http://www.wikidata.org/entity/Q166876,Isidore of Seville
http://www.wikidata.org/entity/Q167561,Eugene IV
http://www.wikidata.org/entity/Q167852,Jabir ibn Hayyan
http://www.wikidata.org/entity/Q168004,Friedrich Heinrich Jacobi
http://www.wikidata.org/entity/Q168362,John Desmond Bernal
http://www.wikidata.org/entity/Q168468,David Brewster
http://www.wikidata.org/entity/Q169234,Abu Bakr al-Razi
http://www.wikidata.org/entity/Q169243,Protagoras
http://www.wikidata.org/entity/Q169352,Zeami Motokiyo
http://www.wikidata.org/entity/Q170078,Ernest Gellner
http://www.wikidata.org/entity/Q170147,Hans Reichenbach
http://www.wikidata.org/entity/Q170472,Origen
http://www.wikidata.org/entity/Q170512,Apuleius
http://www.wikidata.org/entity/Q171195,Nagarjuna
http://www.wikidata.org/entity/Q171303,Zeno of Citium
http://www.wikidata.org/entity/Q171677,Roger Bacon
http://www.wikidata.org/entity/Q172248,Marcus Junius Brutus
http://www.wikidata.org/entity/Q172544,John Rawls
http://www.wikidata.org/entity/Q172599,Giacomo Leopardi
http://www.wikidata.org/entity/Q172916,John XXI
http://www.wikidata.org/entity/Q173481,Fernando Pessoa
http://www.wikidata.org/entity/Q173893,John Wycliffe
http://www.wikidata.org/entity/Q174359,Sylvère Lotringer
http://www.wikidata.org/entity/Q174437,Stanislav Komárek
http://www.wikidata.org/entity/Q174880,Teresa of Ávila
http://www.wikidata.org/entity/Q174929,Tertullian
http://www.wikidata.org/entity/Q175042,Nigidius Figulus
http://www.wikidata.org/entity/Q175532,Nisargadatta Maharaj
http://www.wikidata.org/entity/Q176163,August Cieszkowski
http://www.wikidata.org/entity/Q176287,Timaeus of Locri
http://www.wikidata.org/entity/Q176391,Raymond of Barbastro
http://www.wikidata.org/entity/Q176776,Donald A. Martin
http://www.wikidata.org/entity/Q176909,Walker Percy
http://www.wikidata.org/entity/Q177059,Hakuin Ekaku
http://www.wikidata.org/entity/Q177081,Ban Zhao
http://www.wikidata.org/entity/Q177620,Mario de la Cueva
http://www.wikidata.org/entity/Q177847,Lucian of Samosata
http://www.wikidata.org/entity/Q178638,Nasreddin
http://www.wikidata.org/entity/Q178709,Giambattista Vico
http://www.wikidata.org/entity/Q178903,Alexander Hamilton
http://www.wikidata.org/entity/Q179052,Donald Phillip Verene
http://www.wikidata.org/entity/Q179109,Roland Barthes
http://www.wikidata.org/entity/Q179126,John Ruskin
http://www.wikidata.org/entity/Q179149,Antisthenes
http://www.wikidata.org/entity/Q179266,Jiddu Krishnamurti
http://www.wikidata.org/entity/Q179759,Al-Kindi
http://www.wikidata.org/entity/Q180619,Stephen Jay Gould
http://www.wikidata.org/entity/Q180727,John Cage
http://www.wikidata.org/entity/Q180819,Lev Vygotsky
http://www.wikidata.org/entity/Q180893,Jaegwon Kim
http://www.wikidata.org/entity/Q180967,Adi Shankara
http://www.wikidata.org/entity/Q180989,Jane Addams
http://www.wikidata.org/entity/Q181707,Charles Fourier
http://www.wikidata.org/entity/Q182046,Leone Battista Alberti
http://www.wikidata.org/entity/Q182123,Irenaeus
http://www.wikidata.org/entity/Q182128,Giovanni Pico della Mirandola
http://www.wikidata.org/entity/Q182447,Brice Parain
http://www.wikidata.org/entity/Q182847,Jean Baudrillard
http://www.wikidata.org/entity/Q182905,Georgi Plekhanov
http://www.wikidata.org/entity/Q183074,Juana Inés de la Cruz
http://www.wikidata.org/entity/Q183094,Adam Ferguson
http://www.wikidata.org/entity/Q183126,Ramakrishna
http://www.wikidata.org/entity/Q183144,Epictetus
http://www.wikidata.org/entity/Q183167,G. K. Chesterton
http://www.wikidata.org/entity/Q183372,Alfred North Whitehead
http://www.wikidata.org/entity/Q183509,Ilya Prigogine
http://www.wikidata.org/entity/Q183848,Alija Izetbegović
http://www.wikidata.org/entity/Q184169,Louis Althusser
http://www.wikidata.org/entity/Q184226,Gilles Deleuze
http://www.wikidata.org/entity/Q184500,Johannes Scotus Eriugena
http://www.wikidata.org/entity/Q184530,Gerolamo Cardano
http://www.wikidata.org/entity/Q184656,Nicolai Berdyaev
http://www.wikidata.org/entity/Q184735,Bernard Bolzano
http://www.wikidata.org/entity/Q184750,Slavoj Žižek
http://www.wikidata.org/entity/Q184980,Thomas Kuhn
http://www.wikidata.org/entity/Q185085,Miguel de Unamuno
http://www.wikidata.org/entity/Q185117,Justin Martyr
http://www.wikidata.org/entity/Q185150,Eudoxus of Cnidus
http://www.wikidata.org/entity/Q185206,Priscian of Lydia
http://www.wikidata.org/entity/Q185375,Mikhail Bakhtin
http://www.wikidata.org/entity/Q185548,Jostein Gaarder
http://www.wikidata.org/entity/Q185770,Posidonius
http://www.wikidata.org/entity/Q185832,Emmanuel Swedenborg
http://www.wikidata.org/entity/Q185965,Sultanmahmut Toraygirov
http://www.wikidata.org/entity/Q186123,Francis Fukuyama
http://www.wikidata.org/entity/Q186452,Menahem Recanati
http://www.wikidata.org/entity/Q186510,Joseph D. Sneed
http://www.wikidata.org/entity/Q186709,Nikolai Bukharin
http://www.wikidata.org/entity/Q187172,Bodhidharma
http://www.wikidata.org/entity/Q187336,Giuseppe Mazzini
http://www.wikidata.org/entity/Q187427,Zeljko Loparić
http://www.wikidata.org/entity/Q187429,Claude Dupuy
http://www.wikidata.org/entity/Q187520,Charles Sanders Peirce
http://www.wikidata.org/entity/Q188332,Alcmaeon of Croton
http://www.wikidata.org/entity/Q188357,Ian Hacking
http://www.wikidata.org/entity/Q188411,Bernard of Clairvaux
http://www.wikidata.org/entity/Q188569,William Godwin
http://www.wikidata.org/entity/Q188663,Marin Mersenne
http://www.wikidata.org/entity/Q188883,Clement of Alexandria
http://www.wikidata.org/entity/Q188903,Mencius
http://www.wikidata.org/entity/Q189042,Rubem Alves
http://www.wikidata.org/entity/Q189454,Helena Blavatsky
http://www.wikidata.org/entity/Q189506,Aristippus
http://www.wikidata.org/entity/Q189564,Pierre Teilhard de Chardin
http://www.wikidata.org/entity/Q189597,Philo of Alexandria
http://www.wikidata.org/entity/Q189699,Zenobius
http://www.wikidata.org/entity/Q189711,Zenodotus
http://www.wikidata.org/entity/Q189759,Zeno of Sidon
http://www.wikidata.org/entity/Q189767,Zeno of Tarsus
http://www.wikidata.org/entity/Q190089,Duns Scotus
http://www.wikidata.org/entity/Q190240,Cyprian
http://www.wikidata.org/entity/Q190302,Claude Adrien Helvétius
http://www.wikidata.org/entity/Q190944,Jean Bodin
http://www.wikidata.org/entity/Q191026,Francis Galton
http://www.wikidata.org/entity/Q191029,Giuseppe Peano
http://www.wikidata.org/entity/Q191850,Tommaso Campanella
http://www.wikidata.org/entity/Q191964,Diogenes of Apollonia
http://www.wikidata.org/entity/Q192066,Paul Ricœur
http://www.wikidata.org/entity/Q192111,Yun Chi-ho
http://www.wikidata.org/entity/Q192124,Muhammad ibn Jarir al-Tabari
http://www.wikidata.org/entity/Q192207,Aurobindo Ghosh
http://www.wikidata.org/entity/Q192313,Pyrrho
http://www.wikidata.org/entity/Q192315,Pierre Gassendi
http://www.wikidata.org/entity/Q192331,Nikolay Gavrilovich Chernyshevsky
http://www.wikidata.org/entity/Q192348,Benedetto Croce
http://www.wikidata.org/entity/Q192358,Hermes Trismegistus
http://www.wikidata.org/entity/Q192365,Cassiodorus
http://www.wikidata.org/entity/Q192374,Marsilio Ficino
http://www.wikidata.org/entity/Q192706,William Gilbert
http://www.wikidata.org/entity/Q192885,Vissarion Belinsky
http://www.wikidata.org/entity/Q193257,Jean-François Lyotard
http://www.wikidata.org/entity/Q193344,Miyamoto Musashi
http://www.wikidata.org/entity/Q193405,Emil Cioran
http://www.wikidata.org/entity/Q193660,Ramon Llull
http://www.wikidata.org/entity/Q193670,Frantz Fanon
http://www.wikidata.org/entity/Q193803,Roger Penrose
http://www.wikidata.org/entity/Q193871,Marshall McLuhan
http://www.wikidata.org/entity/Q194091,Attar of Nishapur
http://www.wikidata.org/entity/Q196546,Syed Ahmed Khan
http://www.wikidata.org/entity/Q197106,Ze’ev Levy
http://www.wikidata.org/entity/Q197162,Zhang Binglin
http://www.wikidata.org/entity/Q197172,Zhang Daoling
http://www.wikidata.org/entity/Q197206,Zhang Heng
http://www.wikidata.org/entity/Q197338,Zhang Zai
http://www.wikidata.org/entity/Q197649,Zheng Xuan
http://www.wikidata.org/entity/Q197778,Zhiyi
http://www.wikidata.org/entity/Q197962,Zhou Dunyi
http://www.wikidata.org/entity/Q198346,Rosemary Radford Ruether
http://www.wikidata.org/entity/Q198770,Said Nursî
http://www.wikidata.org/entity/Q199991,Joachim of Fiore
http://www.wikidata.org/entity/Q200392,Maria Gaetana Agnesi
http://www.wikidata.org/entity/Q200639,Paul Valéry
http://www.wikidata.org/entity/Q201221,Alexander Ivanovich Herzen
http://www.wikidata.org/entity/Q201346,Marcion of Sinope
http://www.wikidata.org/entity/Q1676003,Ivan Frolov
http://www.wikidata.org/entity/Q1681079,James Samuel Coleman
http://www.wikidata.org/entity/Q1684891,Jean-Gérard Bursztein
http://www.wikidata.org/entity/Q1712202,Max Hildebert Boehm
http://www.wikidata.org/entity/Q1757584,Robert Cummings Neville
http://www.wikidata.org/entity/Q1783131,Pseudo-Aristotle
http://www.wikidata.org/entity/Q1790464,Krzysztof Wojciechowski
http://www.wikidata.org/entity/Q1797377,Najmuddin Kubra
http://www.wikidata.org/entity/Q1813169,Sigizmund Krzhizhanovsky
http://www.wikidata.org/entity/Q1821848,Al-Samawal al-Maghribi
http://www.wikidata.org/entity/Q1884989,Mahmoud Muhammad Taha
http://www.wikidata.org/entity/Q1904943,Derrick de Kerckhove
http://www.wikidata.org/entity/Q1956102,Paul Sédir
http://www.wikidata.org/entity/Q1957878,Ephrem Mtsire
http://www.wikidata.org/entity/Q1960314,Katō Hiroyuki
http://www.wikidata.org/entity/Q1979126,Problems of philosophy
http://www.wikidata.org/entity/Q1988099,Todor Pavlov
http://www.wikidata.org/entity/Q1990451,Pinchas Polonsky
http://www.wikidata.org/entity/Q2010955,Mulla Sadra
http://www.wikidata.org/entity/Q2026604,Horace Romano Harré
http://www.wikidata.org/entity/Q2028047,Ioane Petritsi
http://www.wikidata.org/entity/Q2073176,Peter Deunov
http://www.wikidata.org/entity/Q2074613,Khwaja Shamsuddin Azeemi
http://www.wikidata.org/entity/Q2078027,Roomet Jakapi
http://www.wikidata.org/entity/Q2079434,Vasili Yakovlevich Zinger
http://www.wikidata.org/entity/Q2087377,Asclepiades of Phlius
http://www.wikidata.org/entity/Q2088911,Matti Häyry
http://www.wikidata.org/entity/Q2090901,Aizawa Seishisai
http://www.wikidata.org/entity/Q2091357,Timo Airaksinen
http://www.wikidata.org/entity/Q2194939,Antipater of Cyrene
http://www.wikidata.org/entity/Q2223815,Abdel Rahman Badawi
http://www.wikidata.org/entity/Q2311453,Sphaerus
http://www.wikidata.org/entity/Q2335578,Madness and Civilization
http://www.wikidata.org/entity/Q2337078,Ioannis Theodorakopoulos
http://www.wikidata.org/entity/Q2346819,Damon of Athens
http://www.wikidata.org/entity/Q2355095,Magtymguly Pyragy
http://www.wikidata.org/entity/Q2363078,Vasile Conta
http://www.wikidata.org/entity/Q2363451,Crescens the Cynic
http://www.wikidata.org/entity/Q2369009,Apollodorus the Epicurean
http://www.wikidata.org/entity/Q2382393,Aedesia
http://www.wikidata.org/entity/Q2386060,La Méthode
http://www.wikidata.org/entity/Q2389021,Gregory Magistros
http://www.wikidata.org/entity/Q2390351,Sergei Nikolaevich Trubetskoy
http://www.wikidata.org/entity/Q2405888,Antisthenes of Rhodes
http://www.wikidata.org/entity/Q2414934,Leontion
http://www.wikidata.org/entity/Q2424312,Daidōji Yūzan
http://www.wikidata.org/entity/Q2431072,Tian Pian
http://www.wikidata.org/entity/Q2460022,Jonathan Dancy
http://www.wikidata.org/entity/Q2487707,Raymond Abellio
http://www.wikidata.org/entity/Q2495593,Deng Xi
http://www.wikidata.org/entity/Q2499944,Abd al-Rahman al-Kawakibi
http://www.wikidata.org/entity/Q2511208,Vasugupta
http://www.wikidata.org/entity/Q2528551,Aristo of Ceos
http://www.wikidata.org/entity/Q2530523,Adrastus of Aphrodisias
http://www.wikidata.org/entity/Q2559200,Oenomaus of Gadara
http://www.wikidata.org/entity/Q2563786,A Thousand Plateaus
http://www.wikidata.org/entity/Q2567890,Sextus of Chaeronea
http://www.wikidata.org/entity/Q2569389,Aristo of Alexandria
http://www.wikidata.org/entity/Q2570422,Sotion
http://www.wikidata.org/entity/Q2572655,Aristocreon
http://www.wikidata.org/entity/Q2575598,Myroslav Popovych
http://www.wikidata.org/entity/Q2576040,Cleobulina
http://www.wikidata.org/entity/Q2604125,Nikolai Bugaev
http://www.wikidata.org/entity/Q2607330,Zakir Mammadov
http://www.wikidata.org/entity/Q2619530,Boris Chicherin
http://www.wikidata.org/entity/Q2624489,Pavel Blonsky
http://www.wikidata.org/entity/Q2628355,Victor Prosper Considerant
http://www.wikidata.org/entity/Q2636293,Nikolay Strakhov
http://www.wikidata.org/entity/Q2637918,Abu'l-Barakāt al-Baghdādī
http://www.wikidata.org/entity/Q2639498,Boethus of Sidon
http://www.wikidata.org/entity/Q2640236,Aleksandr Sukhovo-Kobylin
http://www.wikidata.org/entity/Q2655917,Jiva Goswami
http://www.wikidata.org/entity/Q2658411,Bahāʾ al-dīn al-ʿĀmilī
http://www.wikidata.org/entity/Q2661420,Dardanus of Athens
http://www.wikidata.org/entity/Q2662619,Krzysztof Pomian
http://www.wikidata.org/entity/Q2666131,Euphrates the Stoic
http://www.wikidata.org/entity/Q2669604,Brontinus
http://www.wikidata.org/entity/Q2670536,Niels Treschow
http://www.wikidata.org/entity/Q2696019,Alexander of Aegae
http://www.wikidata.org/entity/Q2704678,The Archaeology of Knowledge
http://www.wikidata.org/entity/Q2705204,Evander
http://www.wikidata.org/entity/Q2706810,Gholamhossein Ebrahimi Dinani
http://www.wikidata.org/entity/Q2722992,Ashtavakra
http://www.wikidata.org/entity/Q2822092,Abu Sahl 'Isa ibn Yahya al-Masihi
http://www.wikidata.org/entity/Q2864351,Ars industrialis
http://www.wikidata.org/entity/Q2867360,Canadian Philosophical Association
http://www.wikidata.org/entity/Q2888677,Barbara Alberti
http://www.wikidata.org/entity/Q2917488,Stephen Hicks
http://www.wikidata.org/entity/Q2920042,Shlomo Pines
http://www.wikidata.org/entity/Q2920504,Ivan Antanovich
http://www.wikidata.org/entity/Q2996527,Gregory of Tatev
http://www.wikidata.org/entity/Q2996992,Nikolay Umov
http://www.wikidata.org/entity/Q3079814,Foucault
http://www.wikidata.org/entity/Q3161974,Janina Hosiasson-Lindenbaum
http://www.wikidata.org/entity/Q3170789,Jean Biès
http://www.wikidata.org/entity/Q3180563,Johann Gottlieb Buhle
http://www.wikidata.org/entity/Q3200157,Kshemaraja
http://www.wikidata.org/entity/Q3257967,The Logic of Sense
http://www.wikidata.org/entity/Q3290490,Margaret Gilbert
http://www.wikidata.org/entity/Q3303997,Abu Sulayman Sijistani
http://www.wikidata.org/entity/Q4219786,Feocharij Kessidi
http://www.wikidata.org/entity/Q4225395,Q4225395
http://www.wikidata.org/entity/Q4225560,Aleksandr Kovalyov
http://www.wikidata.org/entity/Q4226400,Cyril Kozhurin
http://www.wikidata.org/entity/Q4231374,Fedor Vasilevich Konstantinov
http://www.wikidata.org/entity/Q4239954,Nicolas Krassó
http://www.wikidata.org/entity/Q4244342,Shakarim Kudaiberdiev
http://www.wikidata.org/entity/Q4244949,Q4244949
http://www.wikidata.org/entity/Q4244958,Vladimir Kuznetsov
http://www.wikidata.org/entity/Q4249854,Q4249854
http://www.wikidata.org/entity/Q4255696,Valery Lebedev
http://www.wikidata.org/entity/Q4256415,Levi ben Abraham ben Hayyim
http://www.wikidata.org/entity/Q4260681,Li Gong
http://www.wikidata.org/entity/Q4265273,Peter Dimitrovič Lodij
http://www.wikidata.org/entity/Q4266126,Q4266126
http://www.wikidata.org/entity/Q4274993,Q4274993
http://www.wikidata.org/entity/Q4276163,Q4276163
http://www.wikidata.org/entity/Q4280982,Q4280982
http://www.wikidata.org/entity/Q4281014,Q4281014
http://www.wikidata.org/entity/Q4281951,Vladimir Markin
http://www.wikidata.org/entity/Q4285686,Mahdi Amel
http://www.wikidata.org/entity/Q4296054,Vladimir Mironov
http://www.wikidata.org/entity/Q4296631,Mark Mitin
http://www.wikidata.org/entity/Q4307045,Ibrohim Moʻminov
http://www.wikidata.org/entity/Q4313458,Igor Narsky
http://www.wikidata.org/entity/Q4315336,Nguyễn Duy Quý
http://www.wikidata.org/entity/Q4316594,Pavel Nekrasov
http://www.wikidata.org/entity/Q4317467,Q4317467
http://www.wikidata.org/entity/Q4319569,Ilkka Niiniluoto
http://www.wikidata.org/entity/Q4330851,Mikhail Ovsyannikov
http://www.wikidata.org/entity/Q4334972,Valentin Onoprienko
http://www.wikidata.org/entity/Q4337184,Zaid Orudzhev
http://www.wikidata.org/entity/Q4337843,Q4337843
http://www.wikidata.org/entity/Q4340279,Q4340279
http://www.wikidata.org/entity/Q4341341,Andrey Pavlenko
http://www.wikidata.org/entity/Q4342704,Q4342704
http://www.wikidata.org/entity/Q4351644,Q4351644
http://www.wikidata.org/entity/Q4355757,Zenon Pylyshyn
http://www.wikidata.org/entity/Q4360587,Q4360587
http://www.wikidata.org/entity/Q4361145,Yelena Petrovskaya
http://www.wikidata.org/entity/Q4364655,Georgiy Platonov
http://www.wikidata.org/entity/Q4364741,Vladimir Plakhov
http://www.wikidata.org/entity/Q4369316,Q4369316
http://www.wikidata.org/entity/Q4385580,Q4385580
http://www.wikidata.org/entity/Q4386708,Vadim Rabinovich
http://www.wikidata.org/entity/Q4386768,Eduardo Rabossi
http://www.wikidata.org/entity/Q4387084,Raghunatha Siromani
http://www.wikidata.org/entity/Q4387760,Ėrnest Lʹvovich Radlov
http://www.wikidata.org/entity/Q4391372,Q4391372
http://www.wikidata.org/entity/Q4394053,Thomas Resch
http://www.wikidata.org/entity/Q4395138,Q4395138
http://www.wikidata.org/entity/Q4399343,Q4399343
http://www.wikidata.org/entity/Q4399721,Q4399721
http://www.wikidata.org/entity/Q4400213,Q4400213
http://www.wikidata.org/entity/Q4401165,Aleksey Rutkevich
http://www.wikidata.org/entity/Q4401166,Mikhail Rutkevich
http://www.wikidata.org/entity/Q4404776,Vadim Sadovsky
http://www.wikidata.org/entity/Q4409934,Bhakti Hridaya Bon Swami
http://www.wikidata.org/entity/Q4415379,Q4415379
http://www.wikidata.org/entity/Q4415594,Semen Semkovski
http://www.wikidata.org/entity/Q4415865,Yuri Semenov
http://www.wikidata.org/entity/Q4416566,Q4416566
http://www.wikidata.org/entity/Q4418802,Q4418802
http://www.wikidata.org/entity/Q4419619,Q4419619
http://www.wikidata.org/entity/Q4428192,Natan Solodukho
http://www.wikidata.org/entity/Q4431319,Alexander Spirkin
http://www.wikidata.org/entity/Q4437999,Q4437999
http://www.wikidata.org/entity/Q4447439,Suhotra Swami
http://www.wikidata.org/entity/Q4451565,Q4451565
http://www.wikidata.org/entity/Q4460333,Helen Patricia Thompson
http://www.wikidata.org/entity/Q4464161,Yevgeny Trubetskoy
http://www.wikidata.org/entity/Q4464173,Sergey Troubetzkoy
http://www.wikidata.org/entity/Q4464879,Q4464879
http://www.wikidata.org/entity/Q4466506,Valentin Turchin
http://www.wikidata.org/entity/Q4467048,Anna-Teresa Tymieniecka
http://www.wikidata.org/entity/Q4467312,Reb Anderson
http://www.wikidata.org/entity/Q4478892,Q4478892
http://www.wikidata.org/entity/Q4482087,Anatoly Fedoseyev
http://www.wikidata.org/entity/Q4482378,Q4482378
http://www.wikidata.org/entity/Q4484318,Q4484318
http://www.wikidata.org/entity/Q4492267,Q4492267
http://www.wikidata.org/entity/Q4492842,Marek Fritzhand
http://www.wikidata.org/entity/Q4493272,Q4493272
http://www.wikidata.org/entity/Q4493509,Dmitri Furman
http://www.wikidata.org/entity/Q4495505,Thomas Hanna
http://www.wikidata.org/entity/Q4497586,Hill James William Harold
http://www.wikidata.org/entity/Q4500454,Q4500454
http://www.wikidata.org/entity/Q4501976,Q4501976
http://www.wikidata.org/entity/Q4501983,Hu Hong
http://www.wikidata.org/entity/Q4502727,Q4502727
http://www.wikidata.org/entity/Q4505447,Q4505447
http://www.wikidata.org/entity/Q4505450,Gao Chai
http://www.wikidata.org/entity/Q4517347,Igor Chubais
http://www.wikidata.org/entity/Q4519340,Q4519340
http://www.wikidata.org/entity/Q4523551,Q4523551
http://www.wikidata.org/entity/Q4524277,Q4524277
http://www.wikidata.org/entity/Q4525580,Vladimir Shmakov
http://www.wikidata.org/entity/Q4526620,Bhakti Rakshaka Shridhara Deva Goswami
http://www.wikidata.org/entity/Q4527157,Alexander Shubin
http://www.wikidata.org/entity/Q4529097,Aleksandr Shchipkov
http://www.wikidata.org/entity/Q218451,Zoilus
http://www.wikidata.org/entity/Q219368,Judith Butler
http://www.wikidata.org/entity/Q220076,Dov Gabbay
http://www.wikidata.org/entity/Q220269,Dimitrie Gusti
http://www.wikidata.org/entity/Q220313,Gemistus Pletho
http://www.wikidata.org/entity/Q220550,Ján Kollár
http://www.wikidata.org/entity/Q220697,Abu Yusuf
http://www.wikidata.org/entity/Q220856,Charles Bernard Renouvier
http://www.wikidata.org/entity/Q220976,Thomas à Kempis
http://www.wikidata.org/entity/Q221497,Xenophilus
http://www.wikidata.org/entity/Q221657,Theodore Metochites
http://www.wikidata.org/entity/Q221697,Hilary Putnam
http://www.wikidata.org/entity/Q222905,Jarosław Gowin
http://www.wikidata.org/entity/Q223271,Anthony de Mello
http://www.wikidata.org/entity/Q223383,Mnesarchus of Athens
http://www.wikidata.org/entity/Q223723,Cesare Beccaria
http://www.wikidata.org/entity/Q224029,André Maurois
http://www.wikidata.org/entity/Q224372,I. J. Good
http://www.wikidata.org/entity/Q224906,Dayananda Saraswati
http://www.wikidata.org/entity/Q225574,Jan z Jičína
http://www.wikidata.org/entity/Q226868,Zosimos of Panopolis
http://www.wikidata.org/entity/Q227022,Zou Yan
http://www.wikidata.org/entity/Q228564,Aspasia
http://www.wikidata.org/entity/Q229190,Catherine of Siena
http://www.wikidata.org/entity/Q229246,Julia Domna
http://www.wikidata.org/entity/Q229264,"Georges-Louis Leclerc, Comte de Buffon"
http://www.wikidata.org/entity/Q229646,G. E. M. Anscombe
http://www.wikidata.org/entity/Q231363,Zvi Rosen
http://www.wikidata.org/entity/Q231680,Patanjali
http://www.wikidata.org/entity/Q231690,Bhimrao Ramji Ambedkar
http://www.wikidata.org/entity/Q233711,Melissus of Samos
http://www.wikidata.org/entity/Q234050,Erasmus Darwin
http://www.wikidata.org/entity/Q234816,Christine de Pizane
http://www.wikidata.org/entity/Q234898,A. C. Bhaktivedanta Swami Prabhupada
http://www.wikidata.org/entity/Q235125,Ágnes Heller
http://www.wikidata.org/entity/Q235134,María Zambrano
http://www.wikidata.org/entity/Q235426,Theano
http://www.wikidata.org/entity/Q235451,Vandana Shiva
http://www.wikidata.org/entity/Q235470,Martha Nussbaum
http://www.wikidata.org/entity/Q235494,Hipparchia of Maroneia
http://www.wikidata.org/entity/Q236173,Chantal Mouffe
http://www.wikidata.org/entity/Q236594,Sextus Empiricus
http://www.wikidata.org/entity/Q237833,George Santayana
http://www.wikidata.org/entity/Q237871,Catherine of Vadstena
http://www.wikidata.org/entity/Q239131,Evelyn Fox Keller
http://www.wikidata.org/entity/Q239355,Solomon ibn Gabirol
http://www.wikidata.org/entity/Q239448,Pompeia Plotina
http://www.wikidata.org/entity/Q240643,Allan Kardec
http://www.wikidata.org/entity/Q240782,Harriet Taylor Mill
http://www.wikidata.org/entity/Q240851,Gayatri Chakravorty Spivak
http://www.wikidata.org/entity/Q241199,"Barrington Moore, Jr."
http://www.wikidata.org/entity/Q241392,Mary Daly
http://www.wikidata.org/entity/Q242616,Patricia Churchland
http://www.wikidata.org/entity/Q242640,"Margaret Cavendish, Duchess of Newcastle-upon-Tyne"
http://www.wikidata.org/entity/Q243187,Photios I of Constantinople
http://www.wikidata.org/entity/Q243419,Julian Huxley
http://www.wikidata.org/entity/Q243757,A. J. Ayer
http://www.wikidata.org/entity/Q243787,Gregory Palamas
http://www.wikidata.org/entity/Q244968,Maharishi Mahesh Yogi
http://www.wikidata.org/entity/Q245407,Richard David Bach
http://www.wikidata.org/entity/Q246354,Ágost Greguss
http://www.wikidata.org/entity/Q247016,André Comte-Sponville
http://www.wikidata.org/entity/Q247825,Gyula Kornis
http://www.wikidata.org/entity/Q248287,Peregrinus Proteus
http://www.wikidata.org/entity/Q248578,Chrysanthius
